,bottom in dim 0,bottom in dim 1,bottom in dim 2,bottom in dim 3,bottom in dim 4,bottom in dim 5,bottom in dim 6,bottom in dim 7,bottom in dim 8,bottom in dim 9,bottom in dim 10,bottom in dim 11,bottom in dim 12,bottom in dim 13,bottom in dim 14
chrX:152926252-152926672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153400089-153400499,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153411155-153412026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153460857-153461218,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153495075-153495443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153582844-153583372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153646943-153648082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153649623-153650062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153662179-153662611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153667600-153668330,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153669203-153669677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153687010-153689011,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153766100-153766721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153816801-153817260,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153822027-153822509,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153829457-153830915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153885436-153886828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153888279-153888805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153903613-153904781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153948831-153949122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:153952970-153954115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:154247740-154248087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:154308220-154308927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:154353951-154356655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:154357215-154358585,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:154359357-154360097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:154360962-154362736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:154457374-154459999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chrX:154733983-154734849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:154750312-154751699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:155057122-155057825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:155086430-155086821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:155094485-155094857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:155188797-155189191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:155263813-155264814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:155632494-155632861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:155997390-155997828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:156029969-156030791,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:2841283-2842125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:2913105-2913546,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:7239894-7240785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:7263737-7264251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:7279809-7280810,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:7283073-7283305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:7290379-7290662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:7325626-7327356,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:7339653-7340061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:7344693-7345059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:8535700-8536205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11292266-11296068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11306240-11306847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11314163-11315140,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11316063-11316421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11320727-11321128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11322421-11323466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11329769-11330091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11332098-11334395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:11539251-11539472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:12661570-12663813,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:12907685-12908110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:13362204-13363079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:13367958-13368219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:13703223-13704973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:13751063-13752144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:13754019-13754750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrY:15455591-15456829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chrY:19075937-19076232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
